vintage,date,steps_ahead,.model,mf_underway,lower,upper,target_eoly,target_eoly_prob,target_yoy85,target_yoy85_prob
2025-06-01,2025 Jun,0,Regression,830.3370540653108,705.4906363365919,955.1834717940296,769,0.832213225817874,760.75,0.8626861169150638
2025-06-01,2025 Jul,1,Regression,838.6930878886669,714.1447807286396,963.2413950486942,769,0.863624822825304,754.8,0.9066182553401989
2025-06-01,2025 Aug,2,Regression,842.6065422297884,717.5796240519757,967.6334604076011,769,0.8757298448301419,731,0.9599075125098672
2025-06-01,2025 Jun,0,Pure ar(1),707.7185045450241,694.7802432575899,720.6567658324583,769,0,760.75,4.440892098500626e-16
2025-06-01,2025 Jul,1,Pure ar(1),700.0925176180584,675.660976170268,724.5240590658489,769,1.6190931484416637e-8,754.8,5.697265376136684e-6
2025-06-01,2025 Aug,2,Pure ar(1),694.3568157976734,659.1066759796437,729.6069556157032,769,1.659790383234938e-5,731,0.02080213779496065
2025-06-01,2025 Jun,0,ar(1) + All Factors,707.1767055896986,695.0454234814683,719.3079876979289,769,0,760.75,0
2025-06-01,2025 Jul,1,ar(1) + All Factors,697.8003116110457,674.416069290512,721.1845539315793,769,1.202713484360629e-9,754.8,8.872192386322197e-7
2025-06-01,2025 Aug,2,ar(1) + All Factors,690.4520724004567,656.1587334068352,724.7454113940782,769,3.5724637792444724e-6,731,0.010238949512518247
2025-06-01,2025 Jun,0,Pure ar(2),709.9646143615327,697.7627052201601,722.1665235029052,769,0,760.75,2.220446049250313e-16
2025-06-01,2025 Jul,1,Pure ar(2),698.4768497883799,677.4847761916309,719.468923385129,769,2.2798540832980052e-11,754.8,7.249440137080398e-8
2025-06-01,2025 Aug,2,Pure ar(2),689.0939726488888,657.8467601325856,720.341185165192,769,2.691217330097473e-7,731,0.004287102914452001
2025-06-01,2025 Jun,0,ar(2) + All Factors,709.5068850041688,697.9240109934128,721.0897590149248,769,0,760.75,0
2025-06-01,2025 Jul,1,ar(2) + All Factors,697.3716933992241,676.9865987152249,717.7567880832233,769,2.849720459607852e-12,754.8,1.6790970835955932e-8
2025-06-01,2025 Aug,2,ar(2) + All Factors,686.7976740039529,656.2835802941577,717.3117677137482,769,6.456717649427901e-8,731,0.0022611207414232615
2025-06-01,2025 Jun,0,ar(2) + Select Factors,709.2372199058359,697.6330699648405,720.8413698468313,769,0,760.75,0
2025-06-01,2025 Jul,1,ar(2) + Select Factors,697.7051215381681,677.3528571237547,718.0573859525815,769,3.302136342142603e-12,754.8,1.9156921604590593e-8
2025-06-01,2025 Aug,2,ar(2) + Select Factors,687.4180178633557,657.0057571853637,717.8302785413476,769,7.29061898629979e-8,731,0.0024866496141371375
