vintage,date,steps_ahead,.model,mf_underway,lower,upper,target_eoly,target_eoly_prob,target_yoy85,target_yoy85_prob
2025-01-01,2025 Jan,0,Regression,802.4834437100416,675.3316313952844,929.6352560247988,769,0.6971200724474458,826.1999999999999,0.3573383972508364
2025-01-01,2025 Feb,1,Regression,809.0465463624802,682.9538869862644,935.139205738696,769,0.7331896495945072,812.6,0.4779754929567128
2025-01-01,2025 Mar,2,Regression,798.0996005715779,672.6848734767132,923.5143276664426,769,0.675363679919254,794.75,0.5208743185676761
2025-01-01,2025 Jan,0,Pure ar(1),762.188361723824,749.4479012483322,774.9288221993157,769,0.147340849476163,826.1999999999999,0
2025-01-01,2025 Feb,1,Pure ar(1),758.2301673988488,734.1631948107598,782.2971399869379,769,0.19021920613491639,812.6,4.7589191898289585e-6
2025-01-01,2025 Mar,2,Pure ar(1),755.5290384119314,720.7948562593712,790.2632205644917,769,0.2235833576206444,794.75,0.013442532434145837
2025-01-01,2025 Jan,0,ar(1) + All Factors,761.9459735233535,750.050601870806,773.841345175901,769,0.12255849582769296,826.1999999999999,0
2025-01-01,2025 Feb,1,ar(1) + All Factors,758.1026164719281,735.2021624671054,781.0030704767507,769,0.1754917470102373,812.6,1.5482533043398305e-6
2025-01-01,2025 Mar,2,ar(1) + All Factors,754.4882070263885,720.9385449995642,788.0378690532128,769,0.1982770825993473,794.75,0.009333164104675218
2025-01-01,2025 Jan,0,Pure ar(2),756.4619343185303,744.4964789272186,768.427389709842,769,0.01999770267259804,826.1999999999999,0
2025-01-01,2025 Feb,1,Pure ar(2),747.562911802412,727.0219668303748,768.1038567744492,769,0.02040233928788715,812.6,2.721223246737736e-10
2025-01-01,2025 Mar,2,Pure ar(2),739.3062788068061,708.6698522403088,769.9427053733033,769,0.0287369488104412,794.75,1.947670635051857e-4
2025-01-01,2025 Jan,0,ar(2) + All Factors,755.4186601322675,744.0940865692396,766.7432336952954,769,0.009371844280360975,826.1999999999999,0
2025-01-01,2025 Feb,1,ar(2) + All Factors,745.7855858880945,725.9043443020752,765.6668274741138,769,0.011051240282985098,812.6,2.2451374093179766e-11
2025-01-01,2025 Mar,2,ar(2) + All Factors,736.9125829981576,707.1132706421772,766.711895354138,769,0.017407816421523004,794.75,7.114323961243674e-5
2025-01-01,2025 Jan,0,ar(2) + Select Factors,757.4055062393072,746.0667062944121,768.7443061842023,769,0.022524391488168205,826.1999999999999,0
2025-01-01,2025 Feb,1,ar(2) + Select Factors,748.6710910363862,728.8203090699411,768.5218730028313,769,0.022363724693584386,812.6,1.376129210584054e-10
2025-01-01,2025 Mar,2,ar(2) + Select Factors,740.5054021709209,710.8108692559734,770.1999350858683,769,0.02999971577278937,794.75,1.7150985822433906e-4
