.model,term,estimate,std.error,statistic,p.value
Regression,(Intercept),-60.54480533680186,45.32969284839991,-1.335654436029099,0.1823299735584984
Regression,total_starts_lag6,-0.07520106955844492,0.02346175709016292,-3.205261620834671,0.0014443485870082498
Regression,total_comps_lag3,0.14971757337891559,0.02686329232709444,5.573314378443098,4.2879131960294793e-8
Regression,vacancy_rt_lag6,-27.48563400556898,3.1691922141743576,-8.67275701443359,7.509926612036153e-17
Regression,trs10yr_rt_lag12,-22.23893912035533,4.503281046876873,-4.938385787797662,1.1080954144857335e-6
Regression,frm30yr_rt_lag3,13.0291617992312,4.0456253272200495,3.22055572263885,0.001371086752440437
Regression,ppi_lag3,2.367390629961945,0.09102878243025186,26.007055864730354,4.859238133340735e-92
Regression,hmi_lag24,3.0581221443285407,0.297662423950509,10.273793056381885,2.0842469090230705e-22
Pure ar(1),ar1,0.6019762456791727,0.03614209866297556,16.655818780547047,1.3129683696330393e-49
Pure ar(1),month_1,0.06513506402209623,1.0514289831250976,0.06194908554689,0.9506288460199774
Pure ar(1),month_2,0.6172274158205485,1.7535797189834226,0.35198138364554354,0.7250047912533649
Pure ar(1),month_3,0.8040571956208408,2.272072048873136,0.35388719121808815,0.7235769003066457
Pure ar(1),month_4,1.2838522030414872,2.6289042047982356,0.48836020753370163,0.6255149910596027
Pure ar(1),month_5,0.885798420508995,2.8392286115230703,0.31198559246478536,0.7551852742389173
Pure ar(1),month_6,0.48737691058330784,2.9119766475770787,0.1673697867696953,0.8671487146031014
Pure ar(1),month_7,0.7460048050103798,2.850568640065242,0.26170385603951135,0.7936606424977621
Pure ar(1),month_8,-0.24616522236153776,2.6439308661441476,-0.09310577122636336,0.9258579009976643
Pure ar(1),month_9,-0.3619218143799988,2.287205080343532,-0.15823758765245446,0.8743353130262563
Pure ar(1),month_10,-0.4677077848254584,1.7651872644202773,-0.2649621341898039,0.7911509713777665
Pure ar(1),month_11,-5.830252564095882e-4,1.053123611562735,-5.536152166832859e-4,0.9995585061527433
ar(1) + All Factors,ar1,0.647778533198514,0.03627201662166233,17.858905942705388,1.2590436523655459e-54
ar(1) + All Factors,total_starts_lag6,4.2324263572673167e-4,0.002108243491937286,0.20075604992752036,0.840977677648022
ar(1) + All Factors,total_comps_lag3,1.3176547668482084e-4,0.0025161463981552223,0.05236796904243255,0.9582581310396658
ar(1) + All Factors,vacancy_rt_lag6,3.1175024127561324,1.4863781986148592,2.0973816863442303,0.03650265148247115
ar(1) + All Factors,trs10yr_rt_lag12,0.8322674239766794,0.9319152844329858,0.8930719754028543,0.37228357731604744
ar(1) + All Factors,frm30yr_rt_lag3,-2.457148474327305,1.0965684953840606,-2.2407615070745917,0.02551591770878124
ar(1) + All Factors,ppi_lag3,0.027758358398826864,0.18735722543529354,0.14815739470060418,0.8822831953365977
ar(1) + All Factors,hmi_lag24,0.037364904529842244,0.0695851972243485,0.5369662804773645,0.5915494007825055
ar(1) + All Factors,month_1,0.07705297046561815,1.0743555506466678,0.07172017719761305,0.94285563490837
ar(1) + All Factors,month_2,0.5097055339537033,1.7853902651107394,0.28548690105134444,0.7753990849997452
ar(1) + All Factors,month_3,0.7004709271813809,2.3227657918343296,0.30156760946104966,0.7631173937642182
ar(1) + All Factors,month_4,0.5263439357455905,2.669544475714183,0.1971661984034852,0.8437841915049444
ar(1) + All Factors,month_5,0.42477287942569025,2.8812527149595692,0.14742645697833237,0.8828597390453754
ar(1) + All Factors,month_6,0.2501316053042907,2.953591587460204,0.08468726900707998,0.9325467020889829
ar(1) + All Factors,month_7,0.41731758659799384,2.897624282361042,0.14402059961271277,0.8855470024159602
ar(1) + All Factors,month_8,-0.6158113211782578,2.6891644764775213,-0.22899726906436596,0.8189723729111983
ar(1) + All Factors,month_9,-0.5833044919820389,2.319376411205052,-0.25149194807882785,0.8015456117687749
ar(1) + All Factors,month_10,-0.501725956886989,1.7689467357601425,-0.2836297706111484,0.776821177118963
ar(1) + All Factors,month_11,0.01959164743008593,1.0427093754108938,0.018789173562734653,0.9850174021081091
Pure ar(2),ar1,0.40385591702492923,0.04277084032111063,9.442318972292812,1.523823913908433e-19
Pure ar(2),ar2,0.32984167250912544,0.04298033529797185,7.674246145880811,9.188437692637717e-14
Pure ar(2),month_1,0.08921338548738547,0.8913888253849518,0.10008358075260604,0.9203192417603204
Pure ar(2),month_2,0.6664166555446913,1.3597234553552697,0.49011190688813216,0.6242758879270346
Pure ar(2),month_3,0.8851174435919774,1.766134281087103,0.5011608987325493,0.6164848020918314
Pure ar(2),month_4,1.4007312148156315,2.0477822282387024,0.6840235233511136,0.49428632899516733
