Statistic,Regression,Pure ar(1),ar(1) + All Factors,Pure ar(2),ar(2) + All Factors,ar(2) + Select Factors
r_squared,0.915701522979829,NA,NA,NA,NA,NA
adj_r_squared,0.9143872928258396,NA,NA,NA,NA,NA
sigma2,3902.405682625633,42.70792206319446,37.26659725160367,37.41212040368388,33.483907989090014,33.65679166807833
statistic,696.758874539781,NA,NA,NA,NA,NA
p_value,1.3069163804401345e-236,NA,NA,NA,NA,NA
df,8,NA,NA,NA,NA,NA
log_lik,-2533.965613217877,-1576.2957045836338,-1474.7262226029156,-1544.1483590688204,-1449.949795796399,-1452.5953841061698
AIC,3789.021407086684,3178.5914091672676,2989.4524452058313,3116.2967181376407,2941.899591592798,2941.1907682123397
AICc,3789.4240916504427,3179.3725250470957,2991.2825105653083,3117.1999439440924,2943.9170588417064,2942.6744992318622
BIC,3826.143557604732,3232.850628517993,3072.92816728387,3174.729723592268,3029.549099774739,3016.3189180825743
CV,3969.0571351383373,NA,NA,NA,NA,NA
deviance,1752180.151498909,NA,NA,NA,NA,NA
df.residual,449,NA,NA,NA,NA,NA
rank,8,NA,NA,NA,NA,NA
ME,-4.746841140434391e-15,0.225741929757363,0.1899724716803226,0.12213562869900961,0.11313135395730063,0.11861337570563261
RMSE,61.920047119066155,6.446212368462921,6.131295288131297,6.0268733302016555,5.805490058979053,5.839407088678533
MAE,49.82078002231315,4.948234193841951,4.729207862730158,4.576627716957615,4.447945201667254,4.485270481429642
MPE,-5.066874151509475,0.048149740307648084,0.0423819013605273,0.05055076320497496,0.04915641148434469,0.05206763149240524
MAPE,16.839384247395834,1.4777158650999396,1.4451652629939025,1.3485441903608482,1.3389511769938791,1.3461679353404983
MASE,0.9873630184012198,0.09806557519171244,0.09372484629708193,0.09070096764221938,0.08815069932735864,0.0888904228096557
RMSSE,0.8987001929412564,0.09355955896057644,0.08898888994428328,0.08747332207725275,0.08426019163212979,0.08475245936371446
ACF1,0.9213748822717539,-0.21526478362957485,-0.20218750768426327,-0.050909167815295815,-0.05088412512377159,-0.04978709531399349
