Statistic,Regression,Pure ar(1),ar(1) + All Factors,Pure ar(2),ar(2) + All Factors,ar(2) + Select Factors
r_squared,0.9160447638662186,NA,NA,NA,NA,NA
adj_r_squared,0.9147387935263598,NA,NA,NA,NA,NA
sigma2,3901.4508321548933,42.95517199408919,37.5515971011596,37.634229788714265,33.76023332701087,33.92633896356312
statistic,701.4284596733218,NA,NA,NA,NA,NA
p_value,1.5250064304233147e-237,NA,NA,NA,NA,NA
df,8,NA,NA,NA,NA,NA
log_lik,-2539.463265099921,-1580.9715011314606,-1479.6822749794148,-1548.7901206177758,-1454.9849718812393,-1457.5787906077073
AIC,3797.178833784362,3187.9430022629213,2999.3645499588297,3125.5802412355515,2951.9699437624786,2951.1575812154147
AICc,3797.5806194986476,3188.7224455177393,3001.190636915351,3126.4815287891997,2953.9830156579033,2952.638100695934
BIC,3834.3206564413895,3242.229276774296,3082.881895360945,3184.042383017032,3039.6631564346994,3026.3231920773183
CV,3968.0379046642192,NA,NA,NA,NA,NA
deviance,1755652.874469702,NA,NA,NA,NA,NA
df.residual,450,NA,NA,NA,NA,NA
rank,8,NA,NA,NA,NA,NA
ME,3.4629322699040943e-16,0.25731763437329663,0.2213296949906893,0.15182032725142516,0.14486244768847925,0.15002331518407605
RMSE,61.913675543987544,6.465031323268753,6.154637166226343,6.044925092994405,5.8293541860597875,5.862660558055614
MAE,49.81662877608749,4.965132553909537,4.749173999704508,4.588996842462736,4.468426967482654,4.502378701120129
MPE,-5.047087061970349,0.052044374351128526,0.04535118385138964,0.05424208389950932,0.05251852585952106,0.055457633384553784
MAPE,16.812279503167257,1.4777180061245798,1.4458099480014426,1.348536393573188,1.3402736772111883,1.3461325655978007
MASE,0.9806422987418798,0.09773882980136883,0.09348767715953757,0.09033458351304599,0.0879611607772176,0.08862950199055372
RMSSE,0.8907037066777558,0.0930073576286407,0.08854195925292369,0.08696361732060598,0.08386236700439542,0.08434151977205165
ACF1,0.9216571114759519,-0.2112556625774746,-0.19760224691191847,-0.04816507192549711,-0.04748640282368448,-0.0466242569295543
