.model,term,estimate,std.error,statistic,p.value
Regression,(Intercept),-92.40299426976398,46.05965990215238,-2.006158848460059,0.04544533897381164
Regression,total_starts_lag6,-0.08258537656117447,0.02411687076402813,-3.4243819345068554,6.734182532869638e-4
Regression,total_comps_lag3,0.17308614920221285,0.030297838834205063,5.712821635542052,2.0387019926963935e-8
Regression,vacancy_rt_lag6,-28.14965158860605,3.2534988808354255,-8.652116573458864,9.350842467529192e-17
Regression,trs10yr_rt_lag12,-19.192718025825705,4.62591035924733,-4.148960212222639,4.003742685898897e-5
Regression,frm30yr_rt_lag3,12.083863427838077,4.074103056327072,2.9660181052788706,0.0031795590900907124
Regression,ppi_lag3,2.515561991082414,0.10439709574144017,24.096091689300394,1.1871764339271923e-82
Regression,hmi_lag24,2.719523772184968,0.34531656059164695,7.875451346803296,2.632536405694e-14
Pure ar(1),ar1,0.5774695759022137,0.0380881216030736,15.161408638634823,1.2413749906107527e-42
Pure ar(1),month_1,0.33561727846280776,1.0357936283333644,0.3240194468108769,0.7460659355060106
Pure ar(1),month_2,0.6215027631101576,1.7166415838654003,0.3620457345037081,0.7174788638047043
Pure ar(1),month_3,0.41693350035503,2.215434917337624,0.18819487636137625,0.8508042601739401
Pure ar(1),month_4,0.7680029620046002,2.556518286785953,0.3004097275479031,0.7639960779689171
Pure ar(1),month_5,0.6226030145367091,2.756332998088495,0.22588091314383335,0.8213912015366689
Pure ar(1),month_6,0.3789185931676977,2.8243889893824448,0.13415949240424868,0.8933332805087051
Pure ar(1),month_7,0.48511917870465093,2.7641117982214354,0.17550635217316474,0.8607565708714506
Pure ar(1),month_8,-0.7106958668911871,2.573332930547457,-0.27617719357440157,0.7825320925298958
Pure ar(1),month_9,-0.5946248894703688,2.232269840273988,-0.26637679672157594,0.7900646248795493
Pure ar(1),month_10,-0.6264676219805975,1.7290624468289986,-0.3623163658024632,0.7172767717842075
Pure ar(1),month_11,0.04173255376807218,1.0375666357742475,0.040221564889594524,0.9679333850384506
ar(1) + All Factors,ar1,0.622257023245821,0.03869581471758905,16.080731928948797,2.5514259940890376e-46
ar(1) + All Factors,total_starts_lag6,-5.521317414892499e-4,0.002126971581001281,-0.25958585738570683,0.7953016996668625
ar(1) + All Factors,total_comps_lag3,0.00121513469659499,0.002529873408883162,0.48031442693072274,0.631236715606931
ar(1) + All Factors,vacancy_rt_lag6,3.1424914446386256,1.4663958759994058,2.1430034658934756,0.03264728801223075
ar(1) + All Factors,trs10yr_rt_lag12,0.9332637532995437,0.9292671810443599,1.0043007784377924,0.3157721818358243
ar(1) + All Factors,frm30yr_rt_lag3,-2.241834683809094,1.0936900967864305,-2.049789689415892,0.040962724612281
ar(1) + All Factors,ppi_lag3,0.1739296153862198,0.1869727472103521,0.9302404654221706,0.3527442424393119
ar(1) + All Factors,hmi_lag24,0.07099664634682791,0.06924948262129654,1.0252299895883128,0.3058042514600796
ar(1) + All Factors,month_1,0.47236453208187346,1.0546455794329577,0.4478893585614285,0.6544481142734617
ar(1) + All Factors,month_2,0.7052903020586,1.7447148207200345,0.40424388770167635,0.686225011215843
ar(1) + All Factors,month_3,0.5484980176318528,2.258755935917816,0.24283190977380997,0.8082460128579032
ar(1) + All Factors,month_4,0.14729349093214061,2.5874201541030826,0.05692677731467978,0.9546287352924262
ar(1) + All Factors,month_5,0.24992004376415805,2.786735718014552,0.08968200398357724,0.928579729596454
ar(1) + All Factors,month_6,0.19213317047275158,2.8527331605138437,0.06735055810061952,0.9463324759230284
ar(1) + All Factors,month_7,0.12257892704810336,2.797309032390077,0.04382030216495939,0.9650670381434344
ar(1) + All Factors,month_8,-1.1985173420901327,2.6055177882505642,-0.45999200139595253,0.6457436382007191
ar(1) + All Factors,month_9,-0.914846956900005,2.2533484661293732,-0.4059944436696282,0.6849392384789327
ar(1) + All Factors,month_10,-0.7161900394099607,1.7243856369592903,-0.4153305525513773,0.6780974590594486
ar(1) + All Factors,month_11,0.0576722210097595,1.0222788197753632,0.056415353516208494,0.9550359104890085
Pure ar(2),ar1,0.3733264020275333,0.04343090773001239,8.595869198689364,1.2031275722335348e-16
Pure ar(2),ar2,0.356671593036931,0.04346595287877719,8.205769560180986,2.1697631834548927e-15
Pure ar(2),month_1,0.31205735136604357,0.8724988717522957,0.3576593179304848,0.7207571470016745
Pure ar(2),month_2,0.5782680952205738,1.3106443920213335,0.4412089951636258,0.65926245903652
Pure ar(2),month_3,0.37260285389076003,1.7021972844435207,0.2188952228369761,0.8268256890097901
Pure ar(2),month_4,0.7359050623871878,1.9699565205387988,0.373564114088118,0.7088953054801808
Pure ar(2),month_5,0.6148014029082102,2.1353218106653222,0.2879197879389668,0.7735337199653314
Pure ar(2),month_6,0.4036809907603346,2.1903681623733844,0.18429823702464887,0.8538581508966193
Pure ar(2),month_7,0.549448070421359,2.1404422991308247,0.25669837988366934,0.7975227685014468
Pure ar(2),month_8,-0.6024474503438251,1.9819192335307116,-0.30397174625052126,0.7612825274339847
Pure ar(2),month_9,-0.36221903827419877,1.713293171852273,-0.21141684577111636,0.8326526887670562
Pure ar(2),month_10,-0.4794686376003503,1.3181919050072537,-0.36373204521970715,0.7162199469455313
Pure ar(2),month_11,0.1296613539596288,0.8727134913021585,0.14857264755488503,0.881953909380597
ar(2) + All Factors,ar1,0.42055233608604337,0.04579456023911211,9.183456154839522,1.5223126420347958e-18
ar(2) + All Factors,ar2,0.33102995298080684,0.046332333188777074,7.144685583435956,3.647124185493463e-12
ar(2) + All Factors,total_starts_lag6,-3.6515414002571695e-4,0.0022397387874352457,-0.16303425295583676,0.8705644920009754
ar(2) + All Factors,total_comps_lag3,7.610414292297359e-4,0.002696113233321452,0.28227354097148877,0.7778632627378053
ar(2) + All Factors,vacancy_rt_lag6,2.0322244315285003,1.4516906018792506,1.3999018998247519,0.1622301951290069
ar(2) + All Factors,trs10yr_rt_lag12,0.10855380325314079,0.8836087414314929,0.12285279463994198,0.9022783929469433
ar(2) + All Factors,frm30yr_rt_lag3,-2.1939129629001637,1.017972527107438,-2.1551789507857864,0.031676401389222494
ar(2) + All Factors,ppi_lag3,0.04657523746357505,0.17108888667112532,0.2722283040692412,0.7855710645994802
ar(2) + All Factors,hmi_lag24,0.016517433681712206,0.0647742312082374,0.2550000729242413,0.7988392832696816
ar(2) + All Factors,month_1,0.3708340436731105,0.9011298100643578,0.41152122538996455,0.6808858721517699
ar(2) + All Factors,month_2,0.5432597984369115,1.363593396854699,0.3984030721254658,0.6905216332997751
ar(2) + All Factors,month_3,0.39574710130158297,1.7626640157088551,0.22451646926168928,0.8224571340691323
ar(2) + All Factors,month_4,-0.043985189957313986,2.0118344200965685,-0.021863225679975534,0.9825667288418004
ar(2) + All Factors,month_5,0.17348679546240278,2.1703137517759297,0.07993627433841839,0.9363233966136109
ar(2) + All Factors,month_6,0.1919286999061453,2.2207991005832857,0.08642326082342876,0.9311683117018748
ar(2) + All Factors,month_7,0.3768179300052006,2.1786233905984242,0.17296148183816948,0.8627592995511937
ar(2) + All Factors,month_8,-0.8694231420915653,2.0249173947607964,-0.42936227637783236,0.6678646410954431
ar(2) + All Factors,month_9,-0.45544845126062367,1.7499882933954338,-0.260257998856058,0.794783546401412
ar(2) + All Factors,month_10,-0.5045550064619553,1.3334239867480508,-0.37839052805136797,0.7053185493556107
ar(2) + All Factors,month_11,0.15622881884192388,0.8636786936143879,0.18088766111402577,0.8565370121672264
ar(2) + Select Factors,ar1,0.4143000723856418,0.045516295832531,9.102236129011557,2.869080354858281e-18
ar(2) + Select Factors,ar2,0.3297080348516065,0.04597805096145806,7.170987633381639,3.0700989813446884e-12
ar(2) + Select Factors,total_comps_lag3,8.046964432460653e-4,0.002713536832170842,0.296548929686834,0.766947420775941
ar(2) + Select Factors,vacancy_rt_lag6,1.9586122106056554,1.4558914775514669,1.345300965632184,0.17920407857603998
ar(2) + Select Factors,ppi_lag3,0.05103671060599159,0.1719772736964124,0.2967642730288046,0.7667831046479615
ar(2) + Select Factors,hmi_lag24,0.02825886384051965,0.06482772502420116,0.4359070726293448,0.663112721272763
ar(2) + Select Factors,month_1,0.33037638310219,0.9052550451753427,0.3649539263691129,0.7153168747181801
ar(2) + Select Factors,month_2,0.639367782001605,1.3689069687121458,0.46706445113879136,0.640679328532958
ar(2) + Select Factors,month_3,0.5866616242120906,1.7682484119786408,0.33177556967554456,0.7402128555072576
ar(2) + Select Factors,month_4,0.258729115156237,2.011553711146773,0.12862152957811762,0.897714465845908
ar(2) + Select Factors,month_5,0.3523903393689202,2.1729459293773092,0.16217170183792978,0.871243273936077
ar(2) + Select Factors,month_6,0.23376616844808792,2.22677093229692,0.1049798904133159,0.9164384375054857
ar(2) + Select Factors,month_7,0.23469566059133548,2.184851794161105,0.10741948777420354,0.9145039634801877
ar(2) + Select Factors,month_8,-1.0189704733146348,2.0312401842326606,-0.5016494264067398,0.6161589343798008
ar(2) + Select Factors,month_9,-0.5968515748890736,1.7563623325091156,-0.33982257751817047,0.7341483452215802
ar(2) + Select Factors,month_10,-0.5609987585681663,1.3390520038614495,-0.41895218180504085,0.6754505347933952
ar(2) + Select Factors,month_11,0.1233344140457545,0.8688377461956458,0.14195333315776767,0.8871802562633793
