Statistic,Regression,Pure ar(1),ar(1) + All Factors,Pure ar(2),ar(2) + All Factors,ar(2) + Select Factors
r_squared,0.901573532943354,NA,NA,NA,NA,NA
adj_r_squared,0.8999932914997839,NA,NA,NA,NA,NA
sigma2,3991.193130848596,40.22721640176593,34.74614687899404,35.51454819321618,31.398962462515236,31.64822890548679
statistic,570.5289761965505,NA,NA,NA,NA,NA
p_value,5.244194103282692e-215,NA,NA,NA,NA,NA
df,8,NA,NA,NA,NA,NA
log_lik,-2466.761933900998,-1518.8974759283215,-1416.688423401912,-1489.9414058671282,-1394.3729489305267,-1397.5920100240562
AIC,3691.506450316246,3065.794951856643,2875.376846803824,3007.8828117342564,2830.7458978610534,2831.1840200481124
AICc,3691.921196860025,3066.724155396466,2877.453251298206,3008.8120152740794,2832.8223023554356,2832.710805762398
BIC,3728.368871378136,3123.8435614640075,2962.4497612148707,3065.931421341621,2917.8188122721003,2905.8179466861525
CV,4070.112298766765,NA,NA,NA,NA,NA
deviance,1740160.2050499879,NA,NA,NA,NA,NA
df.residual,436,NA,NA,NA,NA,NA
rank,8,NA,NA,NA,NA,NA
ME,-9.843266404665965e-15,0.011943533059629858,0.012130356606290778,0.3382431423185656,0.3142868727879521,0.3250326404280602
RMSE,62.604151149133685,6.246906284981155,5.914466851854862,5.8695951460802815,5.622376509474351,5.66355962928615
MAE,50.62306299211908,4.828560486695582,4.629084643240478,4.4941569558572185,4.347352624991715,4.392738571328051
MPE,-5.242708647503463,-0.09456552139058565,-0.08781926510524077,0.0752931818102193,0.06883844565043434,0.07260302265255376
MAPE,17.29642958139616,1.4852009979185306,1.4663652375396166,1.3625452309452286,1.3482329651958762,1.3574681092223135
MASE,1.0437744946828678,0.09955794817929035,0.09544504419052534,0.09266303001767462,0.08963613659776733,0.09057192930573302
RMSSE,0.9522404973004697,0.09501857366022605,0.08996200336397904,0.0892794822429799,0.08551916294877229,0.08614557882967057
ACF1,0.9213160199104351,-0.18642424763551194,-0.17821286088711802,-0.05801732970827071,-0.059322685912993806,-0.05647021845994893
