vintage,date,steps_ahead,.model,mf_underway,lower,upper,target_eoly,target_eoly_prob,target_yoy85,target_yoy85_prob
2025-07-01,2025 Jul,0,Regression,834.4979984311885,709.6075330897381,959.3884637726389,769,0.8480037642901004,754.8,0.894489088396571
2025-07-01,2025 Aug,1,Regression,837.8952971095654,712.5421241592978,963.2484700598329,769,0.8593122771727606,731,0.952678249760127
2025-07-01,2025 Sep,2,Regression,793.7786775365436,668.5779970174023,918.9793580556849,769,0.6509575344740415,702.1,0.924387436163063
2025-07-01,2025 Jul,0,Pure ar(1),692.4870573511602,679.5558254147232,705.4182892875971,769,0,754.8,0
2025-07-01,2025 Aug,1,Pure ar(1),684.989547050537,660.5365103103338,709.4425837907402,769,8.267608819778616e-12,731,1.1305381017079341e-4
2025-07-01,2025 Sep,2,Pure ar(1),680.9494109889793,645.6291208085887,716.2697011693698,769,5.142142642799996e-7,702.1,0.12025913732562787
2025-07-01,2025 Jul,0,ar(1) + All Factors,690.9276699660445,678.8040036666226,703.0513362654664,769,0,754.8,0
2025-07-01,2025 Aug,1,ar(1) + All Factors,681.6874831230111,658.2787294533055,705.0962367927168,769,1.3300471835009375e-13,731,1.8224703683733523e-5
2025-07-01,2025 Sep,2,ar(1) + All Factors,676.2319436977607,641.8562946272647,710.6075927682567,769,6.137052355192907e-8,702.1,0.07011679938989335
2025-07-01,2025 Jul,0,Pure ar(2),688.6831720104109,676.4787572887253,700.8875867320965,769,0,754.8,0
2025-07-01,2025 Aug,1,Pure ar(2),675.7878876177972,654.732368171002,696.8434070645924,769,0,731,1.3770398665791106e-7
2025-07-01,2025 Sep,2,Pure ar(2),665.9598192885248,634.5892517800637,697.330386796986,769,6.059208690345486e-11,702.1,0.011972817037570804
2025-07-01,2025 Jul,0,ar(2) + All Factors,687.988226104501,676.4039429098384,699.5725092991636,769,0,754.8,0
2025-07-01,2025 Aug,1,ar(2) + All Factors,673.958229894809,653.5019927068921,694.414467082726,769,0,731,2.309097368868862e-8
2025-07-01,2025 Sep,2,ar(2) + All Factors,664.3259062588214,633.6701058052904,694.9817067123524,769,1.0976108910654148e-11,702.1,0.007865163271860043
2025-07-01,2025 Jul,0,ar(2) + Select Factors,688.7112757093139,677.1067415916814,700.3158098269464,769,0,754.8,0
2025-07-01,2025 Aug,1,ar(2) + Select Factors,675.1611916087417,654.7471296540692,695.5752535634141,769,0,731,4.133327147215482e-8
2025-07-01,2025 Sep,2,ar(2) + Select Factors,665.673742737112,635.1360391241659,696.211446350058,769,1.6582624162708726e-11,702.1,0.009695056881898534
