vintage,date,steps_ahead,.model,mf_underway,lower,upper,target_eoly,target_eoly_prob,target_yoy85,target_yoy85_prob
2025-05-01,2025 May,0,Regression,819.4876381427991,694.5710430712357,944.4042332143625,769,0.7858706013617539,768.4,0.7886046338171112
2025-05-01,2025 Jun,1,Regression,833.8790860215934,709.1425563616234,958.6156156815633,769,0.8460059827582889,760.75,0.8747397540306645
2025-05-01,2025 Jul,2,Regression,842.0208822168338,717.5913275858718,966.4504368477958,769,0.8749726478549242,754.8,0.9152625921665548
2025-05-01,2025 May,0,Pure ar(1),739.1327811065632,726.2821737191687,751.9833884939578,769,2.614210097950931e-6,768.4,4.024169875993522e-6
2025-05-01,2025 Jun,1,Pure ar(1),736.7398979536408,712.5133084174088,760.9664874898729,769,0.0045279844816170645,760.75,0.02603917400996536
2025-05-01,2025 Jul,2,Pure ar(1),735.6375093674536,700.7272319179003,770.5477868170069,769,0.03052720771313977,754.8,0.14099550984900466
2025-05-01,2025 May,0,ar(1) + All Factors,740.365374039771,728.343755216872,752.3869928626701,769,1.5164570956738288e-6,768.4,2.429858069530333e-6
2025-05-01,2025 Jun,1,ar(1) + All Factors,739.163019395257,716.0403850422459,762.2856537482681,769,0.005717048140009284,760.75,0.033637707643580095
2025-05-01,2025 Jul,2,ar(1) + All Factors,737.9412288357421,704.0905714846488,771.7918861868354,769,0.03606110365764581,754.8,0.16449600288038968
2025-05-01,2025 May,0,Pure ar(2),741.8692917618201,729.7970869774389,753.9414965462014,769,5.292982630189513e-6,768.4,8.2580826784584e-6
2025-05-01,2025 Jun,1,Pure ar(2),739.0950877304768,718.4145283393168,759.7756471216369,769,0.0022967550978251206,760.75,0.020068107119610157
2025-05-01,2025 Jul,2,Pure ar(2),737.9175844927272,707.1346386760684,768.700530309386,769,0.023904191122593343,754.8,0.14120287144162358
2025-05-01,2025 May,0,ar(2) + All Factors,742.8335842224928,731.4021615890041,754.2650068559816,769,3.6214772504150616e-6,768.4,5.838130308188916e-6
2025-05-01,2025 Jun,1,ar(2) + All Factors,741.2759324273313,721.258089336972,761.2937755176906,769,0.00331842594836973,760.75,0.028275998613939923
2025-05-01,2025 Jul,2,ar(2) + All Factors,740.3224986142767,710.3684966685508,770.2765005600025,769,0.0302951179823574,754.8,0.17173891211608705
2025-05-01,2025 May,0,ar(2) + Select Factors,742.1534897097456,730.6901749899322,753.616804429559,769,2.2138734270260585e-6,768.4,3.6009267735392925e-6
2025-05-01,2025 Jun,1,ar(2) + Select Factors,739.8875102945353,719.8825516066815,759.8924689823891,769,0.0021700910706938803,760.75,0.020475923552635056
2025-05-01,2025 Jul,2,ar(2) + Select Factors,739.0565387595572,709.1817431859876,768.9313343331268,769,0.024735780922217288,754.8,0.15082920580044512
