Statistic,Regression,Pure ar(1),ar(1) + All Factors,Pure ar(2),ar(2) + All Factors,ar(2) + Select Factors
r_squared,0.916755978659802,NA,NA,NA,NA,NA
adj_r_squared,0.9154696472042139,NA,NA,NA,NA,NA
sigma2,3909.0853692828296,43.576831864013016,38.31044726984109,38.75782447341389,34.925005476123474,35.05342687202706
statistic,712.6903215164745,NA,NA,NA,NA,NA
p_value,5.501488661264526e-240,NA,NA,NA,NA,NA
df,8,NA,NA,NA,NA,NA
log_lik,-2556.5745812575315,-1594.3484032444403,-1493.9843951739367,-1565.596108714216,-1472.314129981272,-1474.6308322449222
AIC,3822.887834900354,3214.6968064888806,3027.9687903478734,3159.192217428432,2986.628259962544,2985.2616644898444
AICc,3823.286947982394,3215.471274573987,3029.7830452074845,3160.0877398164916,2988.628259962544,2986.73263223178
BIC,3860.088417287324,3269.063910276197,3111.610488482206,3217.7414061224645,3074.452043003593,3060.5391928107438
CV,3976.0567054403964,NA,NA,NA,NA,NA
deviance,1770815.6722851219,NA,NA,NA,NA,NA
df.residual,453,NA,NA,NA,NA,NA
rank,8,NA,NA,NA,NA,NA
ME,1.7410422344602348e-14,0.20930729002787246,0.18241738495367602,0.12301327723891586,0.1221314286697852,0.12906942572956592
RMSE,61.977808502901986,6.5122033960697,6.216338066725298,6.135066577576378,5.928936090819892,5.958997708170368
MAE,49.820815414010404,5.003043295560365,4.785807379943153,4.658012641081655,4.533998374708378,4.569533953011299
MPE,-4.992368089839908,0.045370523967069205,0.04221171321960893,0.04908053795457816,0.05001004208966271,0.05308420129474017
MAPE,16.733794458355767,1.4790498374172902,1.4461082740087323,1.3559968259512993,1.3463419121668676,1.3539278586043557
MASE,0.9649582609568372,0.09690182542893627,0.09269427503841411,0.0902190728975727,0.08781709312628731,0.08850536668336041
RMSSE,0.8755744323966036,0.09199936122133104,0.08781960520762122,0.08667146461181006,0.08375941289037828,0.08418410011608639
ACF1,0.9212038449969813,-0.20109666237499432,-0.18641546072570683,-0.046825147170846425,-0.04604719461834195,-0.045719741246748435
