vintage,date,steps_ahead,.model,mf_underway,lower,upper,target_eoly,target_eoly_prob,target_yoy85,target_yoy85_prob
2024-04-01,2024 Apr,0,Regression,933.9956817664572,807.7841942677283,1060.2071692651862,985,0.21415962852408688,823.65,0.9567000080928983
2024-04-01,2024 May,1,Regression,937.7814945923574,810.3951558101978,1065.167833374517,985,0.23376111345306372,836.4,0.9406061828104852
2024-04-01,2024 Jun,2,Regression,877.0559739622765,750.6390779854802,1003.4728699390729,985,0.0471054173877854,842.35,0.7047426551113345
2024-04-01,2024 Apr,0,Pure ar(1),924.2831371822637,911.7735282669804,936.7927460975469,985,0,823.65,1
2024-04-01,2024 May,1,Pure ar(1),918.4980899800614,895.3649003932024,941.6312795669204,985,8.778817228716207e-9,836.4,0.9999999999982485
2024-04-01,2024 Jun,2,Pure ar(1),915.4943601096895,882.6469884924278,948.3417317269513,985,1.6813914746061087e-5,842.35,0.9999936298330461
2024-04-01,2024 Apr,0,ar(1) + All Factors,922.0556509285205,910.4055095764456,933.7057922805955,985,0,823.65,1
2024-04-01,2024 May,1,ar(1) + All Factors,913.8400241142767,891.7389409194958,935.9411073090577,985,1.3887802019496576e-10,836.4,0.9999999999967365
2024-04-01,2024 Jun,2,ar(1) + All Factors,907.6808795632649,875.6777985972652,939.6839605292645,985,1.093439743526936e-6,842.35,0.9999684797973853
2024-04-01,2024 Apr,0,Pure ar(2),921.9880093302546,910.2413326038668,933.7346860566424,985,0,823.65,1
2024-04-01,2024 May,1,Pure ar(2),909.6038418456257,889.6839859022782,929.5236977889731,985,5.917488721252084e-14,836.4,0.9999999999997051
2024-04-01,2024 Jun,2,Pure ar(2),900.0471429352356,870.5005820466124,929.5937038238587,985,8.731061762468073e-9,842.35,0.9999352470627089
2024-04-01,2024 Apr,0,ar(2) + All Factors,920.067257568987,908.9948899911751,931.1396251467988,985,0,823.65,1
2024-04-01,2024 May,1,ar(2) + All Factors,906.4947806938317,887.2729069347595,925.7166544529039,985,5.551115123125783e-16,836.4,0.9999999999995577
2024-04-01,2024 Jun,2,ar(2) + All Factors,895.3758672970906,866.7210502416962,924.0306843524851,985,4.385026786124513e-10,842.35,0.9998566271245516
2024-04-01,2024 Apr,0,ar(2) + Select Factors,921.6045838917922,910.5065945542227,932.7025732293617,985,0,823.65,1
2024-04-01,2024 May,1,ar(2) + Select Factors,909.3995895659722,890.2122524744735,928.5869266574708,985,5.662137425588298e-15,836.4,0.9999999999999557
2024-04-01,2024 Jun,2,ar(2) + Select Factors,898.4717563444322,869.9420575051985,927.0014551836658,985,1.386342929343698e-9,842.35,0.9999422730957813
