.model,term,estimate,std.error,statistic,p.value
Regression,(Intercept),-88.03283377042017,45.652434890034776,-1.9283272399921079,0.05444321697964361
Regression,total_starts_lag6,-0.07629828195723035,0.02333901103918179,-3.26913089115644,0.0011615180680484304
Regression,total_comps_lag3,0.15800976275876175,0.026948811082644283,5.863329639077252,8.789371923603206e-9
Regression,vacancy_rt_lag6,-27.345314290289082,3.1479397093372343,-8.68673380534545,6.957709690168729e-17
Regression,trs10yr_rt_lag12,-20.026723144169686,4.515822264210839,-4.434789939118529,1.159749148415122e-5
Regression,frm30yr_rt_lag3,12.516881384323705,4.018275271076677,3.1149885311291454,0.001957061021556994
Regression,ppi_lag3,2.469849999240252,0.09538716823879759,25.892895709589478,3.516939854189343e-91
Regression,hmi_lag24,2.9034082712634186,0.300912174496533,9.648689941246863,3.792248140951449e-20
Pure ar(1),ar1,0.5995123687307119,0.03638999899954208,16.474646474660688,1.1181301408754867e-48
Pure ar(1),month_1,-0.03778760601972963,1.0462527843805238,-0.03611709004158427,0.971203978976635
Pure ar(1),month_2,0.409625465732644,1.7456558008768603,0.23465420017330166,0.8145769925273856
Pure ar(1),month_3,0.37075660323421766,2.2623745777681488,0.16387940656580932,0.8698949160982681
Pure ar(1),month_4,0.8900010695094037,2.619212330439976,0.33979722039560695,0.7341575659914287
Pure ar(1),month_5,0.914161027715957,2.829418296886461,0.3230915092059435,0.7467663484227925
Pure ar(1),month_6,0.8407246303956434,2.900562532631701,0.28984882102605386,0.7720568006665358
Pure ar(1),month_7,1.117485701562569,2.8349116132936936,0.3941871401994919,0.6936175798029514
Pure ar(1),month_8,0.09227244462080327,2.6293299407481707,0.03509352066882383,0.9720197264599864
Pure ar(1),month_9,-0.08731417754965917,2.274856248795152,-0.03838228353809345,0.9693988109869185
Pure ar(1),month_10,-0.275231483972673,1.7558136533989297,-0.1567543819014483,0.8755041990445563
Pure ar(1),month_11,0.09882698739420298,1.0476503217534807,0.09433203554864907,0.9248846848587298
ar(1) + All Factors,ar1,0.6432956756101228,0.03672722616892045,17.515498520127736,6.3003130215154905e-53
ar(1) + All Factors,total_starts_lag6,7.071697035989103e-4,0.0021149402002868397,0.3343686518904885,0.7382547859741158
ar(1) + All Factors,total_comps_lag3,-3.638190569007274e-5,0.002514026747616346,-0.014471566670707838,0.9884600788692929
ar(1) + All Factors,vacancy_rt_lag6,3.038356577508406,1.4771312345699874,2.056930695391403,0.04025992416975667
ar(1) + All Factors,trs10yr_rt_lag12,0.8471189097548082,0.9292586591702031,0.9116072273259815,0.3624561221837467
ar(1) + All Factors,frm30yr_rt_lag3,-2.62952287769723,1.0902775242935194,-2.4117922447324727,0.016267552785467244
ar(1) + All Factors,ppi_lag3,0.1267457903104893,0.1890777279464802,0.6703369650515665,0.5029816029093251
ar(1) + All Factors,hmi_lag24,0.05518956923423888,0.06933511877458824,0.7959829046181169,0.4264552372342161
ar(1) + All Factors,month_1,0.060156536286495976,1.06591271283646,0.05643664397848834,0.9550186315815333
ar(1) + All Factors,month_2,0.42917288947276105,1.7713634121057333,0.24228393029896428,0.8086688549478224
ar(1) + All Factors,month_3,0.39875388150843966,2.301726079560558,0.17324124058435708,0.862538512546438
ar(1) + All Factors,month_4,0.15131897206576292,2.6471474847158274,0.05716303037116464,0.9544403117602798
ar(1) + All Factors,month_5,0.4567479804336865,2.858931959972498,0.1597617525805267,0.8731393400614968
ar(1) + All Factors,month_6,0.604436889814457,2.929515026086903,0.20632660506330736,0.8366276855343556
ar(1) + All Factors,month_7,0.7783418370051108,2.8694630771227616,0.2712499921015055,0.7863212451434087
ar(1) + All Factors,month_8,-0.351669248048327,2.662986640545538,-0.13205820964099324,0.8949963708527333
ar(1) + All Factors,month_9,-0.3715194163248423,2.2974140336175193,-0.16171199918190018,0.8716041238877028
ar(1) + All Factors,month_10,-0.3433127833063352,1.752935699270775,-0.19585018631838808,0.8448144805062301
ar(1) + All Factors,month_11,0.11173262864906838,1.0338619106301559,0.10807306807634058,0.913985163201487
Pure ar(2),ar1,0.3848133310655086,0.04270573032229272,9.010812557504329,4.828012013761601e-18
Pure ar(2),ar2,0.3578204784658753,0.04307194730491642,8.307506413229477,1.002724374497035e-15
Pure ar(2),month_1,0.034594301155229004,0.8749781247709236,0.039537332621071036,0.9684783943352409
Pure ar(2),month_2,0.5468777451591512,1.3219918725496573,0.4136770857028163,0.6792949893610266
Pure ar(2),month_3,0.378405305212695,1.719253971515316,0.22009854941860402,0.8258877859534888
Pure ar(2),month_4,0.8821986122625571,1.9917520704484366,0.442925917011314,0.6580184475351638
Pure ar(2),month_5,0.8655922816912711,2.160406188312111,0.40066182293596553,0.6888470244258242
Pure ar(2),month_6,0.7823490709988176,2.216064588221011,0.3530353199799396,0.7242166207793577
Pure ar(2),month_7,1.0513119524960193,2.1631994170321285,0.48599862972337554,0.627189462085306
Pure ar(2),month_8,0.02839199010551867,1.996813260115384,0.014218650623282652,0.9886614359918233
Pure ar(2),month_9,-0.1442884599500102,1.7247151572662145,-0.08365929837290742,0.9333621240911125
Pure ar(2),month_10,-0.3209915189110587,1.3257920573031645,-0.24211302001914062,0.8087957816852394
Pure ar(2),month_11,0.07487398617504473,0.874442056933143,0.08562486854491418,0.9318002576503733
ar(2) + All Factors,ar1,0.43018355696608446,0.045076158208226344,9.543483164179163,8.359708704604897e-20
ar(2) + All Factors,ar2,0.33235899769480776,0.045738584744143135,7.266490634854342,1.6065974634936695e-12
ar(2) + All Factors,total_starts_lag6,7.99880914774871e-4,0.0022497308156255013,0.3555451653234687,0.7223452644390769
ar(2) + All Factors,total_comps_lag3,-1.646402231611378e-4,0.0027093888011218525,-0.06076655483811209,0.9515716913357506
ar(2) + All Factors,vacancy_rt_lag6,1.8384125829991131,1.4698682708142454,1.250732885050107,0.21167191579735287
ar(2) + All Factors,trs10yr_rt_lag12,-0.01605254865035658,0.884341992564593,-0.01815196924416556,0.9855255413997371
ar(2) + All Factors,frm30yr_rt_lag3,-2.2851853807583242,1.0190753380847142,-2.242410639681637,0.02541361448783723
ar(2) + All Factors,ppi_lag3,0.03593290314757399,0.17225692553206012,0.2086006297661816,0.8348529596102446
ar(2) + All Factors,hmi_lag24,0.006231554380010107,0.06482005301410641,0.09613621233314897,0.9234545336276407
ar(2) + All Factors,month_1,0.10561389683741979,0.905471004057666,0.11663973375639275,0.9071967890893875
