vintage,date,steps_ahead,.model,mf_underway,lower,upper,target_eoly,target_eoly_prob,target_yoy85,target_yoy85_prob
2024-01-01,2024 Jan,0,Regression,917.4942156917002,790.3064063479163,1044.682025035484,985,0.14910418092178457,794.75,0.9707227160891402
2024-01-01,2024 Feb,1,Regression,916.3058787590624,789.3897942525573,1043.2219632655674,985,0.14437626316225238,803.25,0.9595904430797042
2024-01-01,2024 Mar,2,Regression,929.7623767111437,802.8203477422591,1056.7044056800282,985,0.19686418520258675,814.3,0.9626867243910218
2024-01-01,2024 Jan,0,Pure ar(1),982.7647676168381,970.333709927384,995.1958253062921,985,0.36225857259046745,794.75,1
2024-01-01,2024 Feb,1,Pure ar(1),982.2623412477293,959.4441503776227,1005.0805321178359,985,0.40704422457956735,803.25,1
2024-01-01,2024 Mar,2,Pure ar(1),982.3155490937388,950.0940443319772,1014.5370538555004,985,0.43514414623748465,814.3,1
2024-01-01,2024 Jan,0,ar(1) + All Factors,981.4470179124621,969.8938411885716,993.0001946363526,985,0.2733326801969318,794.75,1
2024-01-01,2024 Feb,1,ar(1) + All Factors,982.0259903775213,960.3421047768568,1003.7098759781859,985,0.3940341589267684,803.25,1
2024-01-01,2024 Mar,2,ar(1) + All Factors,983.185582523365,952.0466679298697,1014.3244971168604,985,0.45453715399878625,814.3,1
2024-01-01,2024 Jan,0,Pure ar(2),982.1069916225047,970.4267658361683,993.787217408841,985,0.3136746147592814,794.75,1
2024-01-01,2024 Feb,1,Pure ar(2),979.3115012662506,959.6200196557664,999.0029828767348,985,0.28562648782344136,803.25,1
2024-01-01,2024 Mar,2,Pure ar(2),977.0418999747567,947.93712735078,1006.1466725987334,985,0.2960063708844354,814.3,1
2024-01-01,2024 Jan,0,ar(2) + All Factors,981.432403805695,970.4497893031154,992.4150183082746,985,0.26216435192077914,794.75,1
2024-01-01,2024 Feb,1,ar(2) + All Factors,980.1085987018239,961.1798190018856,999.0373784017622,985,0.30625804263189904,803.25,1
2024-01-01,2024 Mar,2,ar(2) + All Factors,979.8496969542697,951.7364102791453,1007.9629836293941,985,0.3597719455754256,814.3,1
2024-01-01,2024 Jan,0,ar(2) + Select Factors,982.1357176439238,971.1095955654989,993.1618397223488,985,0.3053221653402438,794.75,1
2024-01-01,2024 Feb,1,ar(2) + Select Factors,979.1605628293725,960.2167489634408,998.1043766953042,985,0.27286508691535727,803.25,1
2024-01-01,2024 Mar,2,ar(2) + Select Factors,977.1434863852743,949.085986316765,1005.2009864537836,985,0.2915614402394565,814.3,1
